frequency,monetarytotal,monetaryavg,monetarystd,totalquantity,avgquantitypertransaction,preferreddayofweek,preferredhour,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,uniqueinvoices,age,supportticketscount,satisfactionscore,rfmsegment,agecategory,spendingcategory,loyaltylevel,churn,regyear,regday,avgbasketvalue,purchaseintensity,returnimpact,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,country_targetenc,customertype_Nouveau,customertype_Occasionnel,customertype_Perdu,customertype_Régulier,preferredtimeofday_Matin,preferredtimeofday_Midi,preferredtimeofday_Soir,region_Amérique du Nord,region_Amérique du Sud,region_Asie,region_Autre,region_Europe centrale,region_Europe continentale,region_Europe de l'Est,region_Europe du Nord,region_Europe du Sud,region_Moyen-Orient,region_Océanie,region_UK,churnriskcategory_Faible,churnriskcategory_Moyen,churnriskcategory_Élevé,weekendpreference_Semaine,weekendpreference_Weekend,basketsizecategory_Moyen,basketsizecategory_Petit,productdiversity_Modéré,productdiversity_Spécialisé,gender_M,gender_Unknown,accountstatus_Closed,accountstatus_Pending,accountstatus_Suspended
11,3589.26875,24.797651515151514,27.40858496575233,2176.125,8.852272727272727,3,10,0.0,1.3460076045627376,177,8.85,1,31,0,0.1174242424242424,20,49.0,1.0,1.0,-1,-1,-1,-1,0,2010,11,299.10572916666666,0.030555555555555555,421.4671638257575,5.704134843122696,6.046111725021366,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.2631578947368421,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
9,1875.11,13.889703703703704,13.945266994695526,1140.0,8.444444444444445,2,14,0.0,2.611940298507463,93,10.333333333333334,1,0,0,0.0,9,49.0,3.0,4.0,-1,-1,-1,-1,0,2010,18,187.511,0.025495750708215296,0.0,5.239156360623119,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3324050632911392,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2,602.0900000000001,6.405212765957448,4.909604527954421,416.0,4.425531914893617,0,15,0.0,0.4086021505376344,88,44.0,1,0,0,0.0,2,57.0,1.0,5.0,-1,4,-1,-1,1,2010,14,200.69666666666672,0.05128205128205128,0.0,5.3067649186295895,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,372.5,5.246478873239436,5.205852777291439,361.0,5.084507042253521,0,15,0.0,2.4285714285714284,65,16.25,1,2,0,0.028169014084507,4,27.0,0.0,4.0,-1,1,-1,-1,1,2010,25,74.5,0.023255813953488372,10.492957746478858,4.324132656254979,2.44173447792279,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,423.88999999999993,4.872298850574712,7.499046094554591,152.0,1.7471264367816093,1,13,0.0,3.988372093023256,83,27.666666666666668,1,0,0,0.0,3,60.0,1.0,1.0,-1,4,-1,-1,0,2010,23,105.97249999999998,0.00872093023255814,0.0,4.6725717920835494,0.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2,228.2,16.3,19.69789133579844,152.0,10.857142857142858,0,13,0.5,14.923076923076923,14,7.0,1,0,0,0.0,2,61.0,4.0,4.0,-1,4,-1,-1,1,2011,3,76.06666666666666,0.010256410256410256,0.0,4.344670848130113,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3324050632911392,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
11,3589.26875,25.796777777777777,24.358311365511355,2176.125,15.825,0,14,0.0402777777777777,0.4826147426981919,363,10.676470588235292,1,10,0,0.0138888888888888,34,46.0,2.0,0.0,-1,3,-1,-1,0,2010,10,299.10572916666666,0.030555555555555555,49.85095486111079,5.704134843122696,3.9288989003145436,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3,1197.42,21.3825,41.59786315534621,874.0,15.607142857142858,0,17,0.0,6.363636363636363,45,15.0,1,0,0,0.0,3,49.0,0.0,2.0,-1,-1,-1,-1,0,2010,28,299.355,0.008547008547008548,0.0,5.7049651084024875,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,1021.61,46.43681818181818,65.54568064562835,375.0,17.045454545454547,1,16,0.0,5.619047619047619,18,3.6,1,1,0,0.0454545454545454,5,49.0,3.0,5.0,-1,-1,-1,-1,1,2010,14,170.26833333333335,0.04132231404958678,46.436818181818126,5.143231527373325,3.8593986820737554,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11,3589.26875,14.165671140939594,24.963910133310705,2176.125,8.93288590604027,1,12,0.2214765100671141,1.1683501683501682,218,16.76923076923077,1,7,0,0.023489932885906,13,48.0,3.0,1.0,-1,3,-1,-1,0,2010,17,299.10572916666666,0.031161473087818695,84.31168204697973,5.704134843122696,4.446311397605606,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
11,3589.26875,91.85454545454544,65.9534999180135,2176.125,67.53246753246754,6,12,0.3506493506493506,4.2631578947368425,25,2.083333333333333,1,2,0,0.0259740259740259,12,63.0,4.0,5.0,-1,4,-1,-1,0,2010,6,299.10572916666666,0.03343465045592705,93.22775974025947,5.704134843122696,4.545714827556972,-1.0,-1.8369701987210297e-16,0.0,1.0,0.3324050632911392,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6,3589.26875,59.185909090909085,90.3300004850126,2176.125,34.56060606060606,2,10,0.2272727272727272,3.3846153846153846,57,9.5,1,6,0,0.0909090909090909,6,19.0,2.0,3.0,-1,0,-1,-1,1,2010,21,512.7526785714286,0.026905829596412557,326.2971590909091,6.241741979561191,5.790868501637228,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,102.0,33.99999999999999,11.854113210189954,40.0,13.333333333333334,1,10,0.0,0.0,3,3.0,1,0,0,0.0,1,78.0,2.0,4.0,-1,5,-1,-1,1,2010,10,51.0,0.5,0.0,3.9512437185814275,0.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2,178.47,11.898,18.625212635411323,115.0,7.666666666666667,3,14,0.0,2.642857142857143,15,7.5,1,1,0,0.0666666666666666,2,68.0,3.0,2.0,-1,5,-1,-1,1,2010,4,59.49,0.05263157894736842,11.897999999999987,4.102478062118823,2.5570722605881846,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2,308.26,14.67904761904762,10.50851935562851,274.0,13.047619047619047,3,16,0.0,6.05,21,10.5,1,1,0,0.0476190476190476,2,67.0,1.0,2.0,-1,5,-1,-1,1,2010,30,102.75333333333333,0.01639344262295082,14.679047619047614,4.6420162871087545,2.7523252744964526,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,365.27,20.292777777777776,13.968688854028269,191.0,10.61111111111111,1,10,0.0,0.0,18,18.0,1,0,0,0.0,1,52.0,3.0,4.0,-1,3,-1,-1,1,2010,12,182.635,0.5,0.0,5.212950091826735,0.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False
3,616.79,3.5447701149425286,4.040298120978817,446.0,2.5632183908045976,1,11,0.0,2.069364161849711,161,53.66666666666666,1,0,0,0.0,3,40.0,1.0,4.0,-1,2,-1,-1,0,2011,1,154.1975,0.008333333333333333,0.0,5.044698499371957,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
11,2538.7200000000003,16.59294117647059,11.14982905712442,1437.0,9.392156862745098,1,15,0.0,2.171052631578948,97,6.928571428571429,1,11,0,0.0718954248366013,14,34.0,2.0,3.0,-1,1,-1,-1,0,2010,15,211.56000000000003,0.03254437869822485,182.52235294117648,5.359224301451558,5.212336474469186,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
5,438.46,15.119310344827587,10.348536449674723,150.0,5.172413793103448,2,13,0.0,11.535714285714286,25,5.0,1,5,0,0.1724137931034483,5,49.0,3.0,5.0,-1,-1,-1,-1,0,2010,9,73.07666666666667,0.015337423312883436,75.59655172413794,4.3051005929252675,4.338552059077103,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11,3589.26875,27.24022556390977,22.60139183385668,2050.0,15.413533834586469,3,15,0.0075187969924812,2.621212121212121,70,4.666666666666667,1,7,0,0.0526315789473684,15,49.0,3.0,2.0,-1,-1,-1,-1,0,2010,9,299.10572916666666,0.03125,188.9088815789473,5.704134843122696,5.24654438649259,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
9,1867.6800000000003,9.200394088669952,11.65789142672004,676.0,3.330049261083744,3,12,0.2364532019704433,1.608910891089109,161,17.88888888888889,1,0,0,0.0,9,49.0,0.0,1.0,-1,-1,-1,-1,0,2011,2,186.76800000000003,0.02727272727272727,0.0,5.235207158219241,0.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1,0.0,-35.400000000000006,0.0,0.0,-12.0,1,11,0.0,1.15,1,1.0,1,1,0,1.0,1,49.0,2.0,4.0,-1,-1,-1,-1,1,2010,20,0.0,0.5,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
4,765.1899999999999,14.170185185185185,10.644648489945236,373.0,6.907407407407407,4,12,0.0,5.188679245283019,49,12.25,1,4,0,0.074074074074074,4,49.0,2.0,4.0,-1,-1,-1,-1,0,2010,2,153.03799999999998,0.01444043321299639,56.68074074074068,5.037199325221807,4.054923335140083,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.3333333333333333,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2,275.64,17.2275,18.05020498498563,112.0,7.0,1,15,0.0,11.2,16,8.0,1,1,0,0.0625,2,43.0,2.0,2.0,-1,2,-1,-1,1,2010,12,91.88,0.011834319526627219,17.2275,4.531308337389636,2.9029314426984483,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
11,3589.26875,22.1027760252366,16.13170758902018,2176.125,11.646687697160884,1,11,0.0,1.0917721518987342,193,16.083333333333332,1,5,0,0.0157728706624605,12,79.0,1.0,4.0,-1,5,-1,-1,0,2010,7,299.10572916666666,0.03142857142857143,56.613071766561276,5.704134843122696,4.053749482346459,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
4,1065.77,15.010845070422535,8.051815899264833,947.0,13.338028169014084,1,11,0.3380281690140845,4.757142857142857,59,14.75,1,1,0,0.0140845070422535,4,49.0,1.0,2.0,-1,-1,-1,-1,0,2010,30,213.154,0.011976047904191617,15.010845070422514,5.36669538238332,2.773266309527064,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
11,3482.7400000000007,17.241287128712873,8.024880794622012,2154.0,10.663366336633665,0,12,0.1039603960396039,1.736318407960199,52,2.888888888888889,1,0,0,0.0,18,68.0,0.0,1.0,-1,5,-1,-1,0,2010,30,290.2283333333334,0.030726256983240222,0.0,5.674107610124135,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
2,1317.62,42.50387096774193,38.28714855556795,908.0,29.29032258064516,1,11,0.0,8.633333333333333,31,15.5,1,0,0,0.0,2,49.0,1.0,1.0,-1,-1,-1,-1,1,2010,5,439.20666666666665,0.007692307692307693,0.0,6.0872443136089105,0.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0.3324050632911392,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.0,-10.55,8.258783203353868,0.0,-1.6666666666666667,1,11,0.0,0.0,3,3.0,1,3,0,1.0,1,49.0,4.0,2.0,-1,-1,-1,-1,1,2010,17,0.0,0.5,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
2,262.62,9.055862068965515,17.327652037225146,119.0,4.103448275862069,1,12,0.0,3.071428571428572,26,13.0,1,0,0,0.0,2,21.0,3.0,4.0,-1,0,-1,-1,1,2010,2,87.54,0.022988505747126436,0.0,4.483454427303995,0.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,3589.26875,21.12508591065292,28.941094328668186,2176.125,16.1786941580756,1,12,0.1099656357388316,1.1275862068965516,179,9.944444444444445,1,7,0,0.0240549828178694,18,75.0,3.0,3.0,-1,5,-1,-1,0,2010,9,299.10572916666666,0.032640949554896145,86.33979810996559,5.704134843122696,4.469806236513246,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
4,522.38,5.330408163265306,4.019367011345373,185.0,1.8877551020408163,1,13,0.0,3.670103092783505,68,17.0,1,0,0,0.0,4,70.0,4.0,3.0,-1,5,-1,-1,0,2010,30,104.476,0.0111731843575419,0.0,4.658483438885108,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
11,3589.26875,21.60554716981132,12.183851294641022,2176.125,13.471698113207546,1,12,0.0415094339622641,1.246212121212121,95,8.636363636363637,1,0,0,0.0,11,49.0,1.0,5.0,-1,-1,-1,-1,0,2010,4,299.10572916666666,0.03283582089552239,0.0,5.704134843122696,0.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
11,2085.65,16.294140625,9.10439718347992,1032.0,8.0625,1,11,0.109375,2.755905511811024,88,8.0,1,1,0,0.0078125,11,49.0,4.0,3.0,-1,-1,-1,-1,0,2010,13,173.80416666666667,0.03081232492997199,16.294140625,5.163666299703172,2.8503677519380455,-1.0,-1.8369701987210297e-16,0.0,1.0,0.3324050632911392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False
1,479.3500000000001,31.95666666666667,32.94393433583502,81.0,5.4,1,12,0.0,0.0,15,15.0,1,0,0,0.0,1,49.0,1.0,4.0,-1,-1,-1,-1,1,2009,31,239.67500000000004,0.5,0.0,5.483447475664031,0.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.3324050632911392,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
11,3589.26875,32.53854304635762,49.96889666445653,2176.125,21.21192052980133,1,12,0.0,2.32,67,2.68,1,17,0,0.1125827814569536,25,49.0,2.0,3.0,-1,-1,-1,-1,0,2010,6,299.10572916666666,0.030726256983240222,404.0898592715231,5.704134843122696,6.00410891724048,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,3545.69,21.231676646706585,21.116236420001915,2176.125,14.089820359281438,1,12,0.0,1.855421686746988,143,35.75,2,0,0,0.0,4,73.0,2.0,5.0,-1,5,-1,-1,0,2010,11,709.138,0.012903225806451613,0.0,6.565459317345883,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.3333333333333333,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
11,3589.26875,31.01368292682927,36.49670880842453,2176.125,35.37865853658536,3,12,0.0,0.2117144600366076,884,19.64444444444445,1,3,0,0.0018292682926829,45,49.0,0.0,1.0,-1,-1,-1,-1,0,2010,27,299.10572916666666,0.030726256983240222,6.565735518292587,5.704134843122696,2.0236295689903496,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1266.97,18.91,8.544848173199469,778.0,11.611940298507465,0,15,0.0,4.954545454545454,53,17.666666666666668,1,0,0,0.0,3,42.0,2.0,2.0,-1,2,-1,-1,0,2010,14,316.7425,0.00911854103343465,0.0,5.761241306329156,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
11,3589.26875,9.496013071895426,7.129882101101411,2176.125,4.857843137254902,1,15,0.0392156862745098,0.5793780687397708,284,15.77777777777778,1,22,0,0.0359477124183006,18,49.0,2.0,3.0,-1,-1,-1,-1,0,2010,1,299.10572916666666,0.030555555555555555,129.02600081699327,5.704134843122696,4.867734436741555,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
6,1281.56,10.25248,9.451182436349502,522.0,4.176,6,11,0.256,2.8225806451612905,80,13.333333333333334,1,0,0,0.0,6,78.0,2.0,2.0,-1,5,-1,-1,0,2010,9,183.07999999999998,0.0169971671388102,0.0,5.21537044572711,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
7,1244.59,16.163506493506492,5.98317966122612,915.0,11.883116883116884,3,14,0.0,4.407894736842105,68,9.714285714285714,1,0,0,0.0,7,49.0,1.0,2.0,-1,-1,-1,-1,0,2010,20,155.57375,0.02064896755162242,0.0,5.05352714498507,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
11,3589.26875,150.75034825870645,174.52173879313176,2176.125,160.81592039800995,0,10,0.1194029850746268,1.74,111,6.166666666666667,1,3,0,0.0149253731343283,18,53.0,4.0,1.0,-1,3,-1,-1,0,2011,7,299.10572916666666,0.03081232492997199,53.571175373134125,5.704134843122696,3.999505819781176,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
7,3313.79,16.008647342995168,9.177355844542555,1890.0,9.130434782608695,3,11,0.1256038647342995,1.4077669902912622,144,20.571428571428573,1,0,0,0.0,7,27.0,3.0,3.0,-1,1,-1,-1,0,2010,20,414.22375,0.023809523809523808,0.0,6.028817531564492,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.3324050632911392,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False
2,460.5899999999999,4.699897959183673,4.420997343954588,539.0,5.5,1,13,0.4387755102040816,1.9175257731958764,94,47.0,1,0,0,0.0,2,54.0,3.0,4.0,-1,3,-1,-1,1,2010,23,153.52999999999997,0.0106951871657754,0.0,5.040388252245603,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.3324050632911392,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
5,1421.4299999999998,16.528255813953486,6.506099435391462,567.0,6.593023255813954,3,13,0.0,2.9647058823529413,71,14.2,1,2,0,0.0232558139534883,5,26.0,3.0,4.0,-1,1,-1,-1,1,2010,10,236.90499999999997,0.01968503937007874,33.05651162790687,5.471871434322185,3.5280212515486307,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.3324050632911392,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,2786.05,58.04270833333333,43.79947584159229,856.0,17.833333333333332,1,9,0.0,7.361702127659575,29,3.625,1,1,0,0.0208333333333333,8,49.0,4.0,4.0,-1,-1,-1,-1,0,2010,4,309.56111111111113,0.022922636103151862,58.042708333333245,5.738380697180629,4.07826105209465,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5,680.8299999999999,21.2759375,16.900521438677377,296.0,9.25,2,16,0.0,11.161290322580646,20,4.0,1,1,0,0.03125,5,52.0,0.0,5.0,-1,3,-1,-1,0,2010,24,113.47166666666665,0.014285714285714285,21.275937499999998,4.740327339679958,3.1035070600133046,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.3324050632911392,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3,253.05,21.0875,27.77018614695198,375.0,31.25,4,11,0.0,3.363636363636364,9,3.0,1,1,0,0.0833333333333333,3,49.0,3.0,5.0,-1,-1,-1,-1,1,2010,15,63.2625,0.07894736842105263,21.08749999999999,4.162976257381623,3.0950118376458144,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
11,3589.26875,13.485858123569791,12.763656582858458,2176.125,5.356979405034325,4,11,0.3020594965675057,0.7385321100917431,215,15.357142857142858,1,14,0,0.0320366132723112,14,49.0,2.0,5.0,-1,-1,-1,-1,0,2010,21,299.10572916666666,0.03353658536585366,114.98801487414184,5.704134843122696,4.753486865717979,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
10,3589.26875,7.234519056261344,7.319038815128902,2176.125,7.756805807622505,0,15,0.3702359346642468,0.6,241,24.1,1,13,0,0.0235934664246823,10,65.0,4.0,3.0,-1,5,-1,-1,0,2010,24,326.29715909090913,0.029850746268656716,84.68329174228641,5.790868501637229,4.450657844429121,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.3324050632911392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False
5,1515.73,17.832117647058823,14.73972944234776,1265.0,14.882352941176473,0,10,0.0,4.214285714285714,74,14.8,1,1,0,0.0117647058823529,5,49.0,1.0,2.0,-1,-1,-1,-1,0,2010,15,252.62166666666667,0.014044943820224719,17.83211764705876,5.535843655296346,2.935563797687169,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.3324050632911392,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4,847.6099999999999,14.613965517241375,6.928468335243677,383.0,6.603448275862069,1,16,0.0,5.859649122807017,56,14.0,1,3,0,0.0517241379310344,4,35.0,1.0,5.0,-1,2,-1,-1,0,2010,9,169.522,0.011904761904761904,43.84189655172406,5.1388643206576905,3.8031428932890825,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.3324050632911392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False
