recency,frequency,monetarytotal,monetaryavg,monetarystd,avgquantitypertransaction,customertenuredays,firstpurchasedaysago,preferreddayofweek,preferredhour,preferredmonth,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,totaltransactions,uniqueinvoices,age,supportticketscount,satisfactionscore,churn,regyear,regday,monetaryperday,avgbasketvalue,purchaseintensity,tenureratio,productdiversityratio,returnimpact,customerscorenormalized,monetaryperday_log,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,rfmsegment_Dormants,rfmsegment_Fidèles,rfmsegment_Potentiels,agecategory_25-34,agecategory_35-44,agecategory_45-54,agecategory_55-64,agecategory_65+,agecategory_Inconnu,spendingcategory_Low,spendingcategory_Medium,spendingcategory_VIP,customertype_Nouveau,customertype_Occasionnel,customertype_Perdu,customertype_Régulier,favoriteseason_Hiver,favoriteseason_Printemps,favoriteseason_Été,preferredtimeofday_Matin,preferredtimeofday_Midi,preferredtimeofday_Soir,region_Amérique du Nord,region_Amérique du Sud,region_Asie,region_Autre,region_Europe centrale,region_Europe continentale,region_Europe de l'Est,region_Europe du Nord,region_Europe du Sud,region_Moyen-Orient,region_Océanie,region_UK,loyaltylevel_Jeune,loyaltylevel_Nouveau,loyaltylevel_Établi,churnriskcategory_Faible,churnriskcategory_Moyen,churnriskcategory_Élevé,weekendpreference_Semaine,basketsizecategory_Moyen,basketsizecategory_Petit,productdiversity_Modéré,productdiversity_Spécialisé,gender_M,gender_Unknown,accountstatus_Closed,accountstatus_Pending,accountstatus_Suspended,country_Austria,country_Bahrain,country_Belgium,country_Canada,country_Channel Islands,country_Cyprus,country_Czech Republic,country_Denmark,country_EIRE,country_European Community,country_Finland,country_France,country_Germany,country_Greece,country_Iceland,country_Israel,country_Italy,country_Lebanon,country_Malta,country_Netherlands,country_Norway,country_Poland,country_Portugal,country_RSA,country_Saudi Arabia,country_Singapore,country_Spain,country_Sweden,country_Switzerland,country_USA,country_United Arab Emirates,country_Unspecified
10,11,3589.26875,79.84798591549297,167.15981099452813,40.15845070422535,362,372,1,14,2,0.0352112676056338,0.2367864693446088,716,10.848484848484848,1,20,0,0.0140845070422535,1420,66,18.0,1.0,5.0,0,2010,20,0.8179683872081736,0.5872756601905462,-0.6784458440878736,-0.5244097826979155,4.439125033140625,0.25589500996593206,-0.07891250296725273,5.790868501637229,5.704134843122696,3.9426119756200695,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,0.0,-1.25,0.0,-1.0,1,372,3,17,12,0.0,1.15,1,1.0,1,1,0,1.0,1,1,22.0,0.0,2.0,1,2010,10,-0.4046303421929484,-1.3101820428438398,1.2001459128953138,3.269304700894938,-1.0507617321269687,-0.3331077717589623,-0.10521864594029116,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,2,621.2300000000002,15.928974358974363,11.68546505951817,12.282051282051285,244,372,3,15,8,0.0,6.421052631578948,32,16.0,1,0,0,0.0,39,2,43.0,2.0,2.0,1,2010,29,-0.38644535087480814,0.0034645308278052687,-0.7213371609883825,-0.519403961266599,-0.10742907668662145,-0.3331077717589623,-0.1881331783496574,1.767015748560855,5.337906601532396,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,9,1133.64,8.097428571428573,7.768287161692462,4.178571428571429,196,372,3,13,12,0.0,1.4028776978417266,101,11.22222222222222,1,9,0,0.0642857142857142,140,9,72.0,1.0,4.0,1,2010,17,-0.3806324806931885,-0.5910269947406622,-0.6486458479428356,-0.5155790257038272,-0.1600082738750998,0.5159932274950647,-0.1351754970855379,2.002121113938179,4.739386344107198,4.302399614399888,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,11,3589.26875,7.527614555256064,12.4705049197074,4.46900269541779,370,372,0,16,11,0.0889487870619946,0.4777327935222672,275,8.870967741935484,1,1,0,0.0013477088948787,742,31,49.0,5.0,5.0,0,2010,3,6.319662669513221,0.5872756601905462,-0.6797117414982395,-0.524663254144277,1.0292094507701905,-0.27674766730819766,-0.08239019385896315,7.493113650743245,5.704134843122696,1.764266548765788,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,5,848.48,14.88561403508772,9.525542357551814,5.789473684210527,186,372,0,15,12,0.0,3.2857142857142856,52,10.4,1,4,0,0.0701754385964912,57,5,31.0,3.0,2.0,1,2010,8,-0.3875380891764924,-0.4130884987225667,-0.6853524314297235,-0.5146009112648218,-0.2930027138224275,0.360631790962649,-0.1534103582385059,1.715907490274395,4.958733627553385,4.103344873308286,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,50.55,16.85,1.6039014932345452,4.333333333333333,1,372,3,17,12,0.0,0.0,3,3.0,1,0,0,0.0,3,1,56.0,2.0,3.0,1,2010,12,-0.4041225535590405,-1.1498432770909746,1.2001459128953138,3.269304700894938,-0.9579749135590656,-0.3331077717589623,-0.10521864594029116,0.1270931512337444,3.2686179167630147,0.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,11,3589.26875,82.8050569476082,78.28786574996131,53.5626423690205,370,372,4,15,12,0.1617312072892938,0.7876712328767124,115,1.825396825396825,1,90,0,0.20501138952164,439,63,44.0,2.0,2.0,0,2010,23,6.319662669513221,0.5872756601905462,-0.6797117414982395,-0.524663254144277,-0.20794813013518293,8.24030401690181,-0.08239019385896315,7.493113650743245,5.704134843122696,6.602372093878198,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,3,635.7600000000001,14.78511627906977,8.74737249586385,13.790697674418604,202,372,3,10,12,0.0,4.785714285714286,35,11.666666666666666,1,2,0,0.0465116279069767,43,3,26.0,1.0,2.0,1,2010,20,-0.39069980907407476,-0.30190337108279525,-0.7085218204927768,-0.51614978327796,-0.2852704789417688,0.0114201757631431,-0.17638533783481208,1.551362669766286,5.074798744903744,3.4200267432712397,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,3,319.47,16.81421052631579,11.88083906305044,3.473684210526316,217,372,4,10,7,0.0,12.0,17,5.666666666666667,1,2,0,0.1052631578947368,19,3,49.0,1.0,2.0,1,2010,4,-0.39695714903458634,-0.8035210587185395,-0.710491775722191,-0.5174392241277782,-0.7028111624973323,0.0587028391617545,-0.20298091385112527,1.1144477812629068,4.392812012817598,3.5446747625909,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360,2,197.95,17.995454545454546,7.869194830014522,7.363636363636363,12,372,2,11,12,0.0,1.2,11,5.5,1,1,0,0.0909090909090909,11,2,32.0,1.0,4.0,1,2010,16,-0.4025757816108412,-0.8915990071593074,-0.439106028895304,-0.24225932174222095,-0.7569368066619425,-0.12343958578569375,0.25285670892692097,0.43718206538345383,4.2044438322271,2.9441997160955538,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,2002.4,1001.2,682.7823079137303,2140.0,1,372,3,17,12,0.0,0.0,2,2.0,1,0,0,0.0,2,1,43.0,0.0,1.0,1,2009,7,-0.38451568421990767,5.041199649412091,1.2001459128953138,3.269304700894938,-1.0043683228430171,-0.3331077717589623,-0.10521864594029116,1.8513427036963244,6.909952862525624,0.0,-2.4492935982947064e-16,1.0,0.0,1.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,2,217.9,24.211111111111112,12.180152343509958,9.11111111111111,149,372,3,17,12,0.1111111111111111,18.625,9,4.5,1,0,0,0.0,9,2,59.0,3.0,2.0,1,2010,13,-0.40098549052014004,-0.8494129421837759,-0.7113211998350794,-0.5095283612429381,-0.8187946857072111,-0.3331077717589623,-0.19715698388076397,0.6794375602816544,4.299097821757962,0.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,5,1561.61,17.745568181818182,7.993373672108947,9.034090909090908,153,372,3,15,12,0.0,1.735632183908046,80,16.0,1,0,0,0.0,88,5,77.0,5.0,1.0,1,2010,11,-0.3780340835285605,0.34090018588897797,-0.6742525589160361,-0.5101870961966795,0.14000243949445332,-0.3331077717589623,-0.06369217222817229,2.0916451825072393,5.565547976255436,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,35.400000000000006,35.400000000000006,0.0,12.0,1,372,3,17,12,0.0,1.15,1,1.0,1,0,0,0.0,1,1,30.0,1.0,5.0,1,2010,6,-0.40427473947009296,-1.1978973285480645,1.2001459128953138,3.269304700894938,-1.0507617321269687,-0.3331077717589623,-0.10521864594029116,0.09066866664669497,2.928523523860541,0.0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,5,614.77,87.82428571428571,103.43762433743068,20.285714285714285,332,372,4,10,9,0.0,55.333333333333336,5,1.0,1,1,0,0.1428571428571428,7,5,68.0,3.0,3.0,0,2010,1,-0.3484480496121165,-0.6601888808135797,-0.7080632816979688,-0.5234656498813328,-1.0198327926043342,0.6901483301416973,-0.20169930604604205,2.7722380510057127,4.639201173731008,4.486660100380647,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,11,3471.91,9.83543909348442,7.28998526095524,4.784702549575071,369,372,3,12,12,0.1954674220963173,1.03125,181,15.083333333333334,1,3,0,0.0084985835694051,353,12,80.0,2.0,5.0,0,2010,28,3.9316549898862325,0.525234258524542,-0.679556497998252,-0.5246356152177427,0.3023793719882836,0.010675487692352513,-0.08682816804183512,7.054711569714815,5.671003855474153,3.4179337861154493,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,2,52.2,13.05,4.186119921836927,27.0,364,372,3,18,12,0.0,121.33333333333331,4,2.0,1,0,0,0.0,4,2,49.0,2.0,4.0,0,2010,11,-0.38018190160104076,-1.1998004592988405,-0.7265365063599604,-0.5244951488924791,-0.9734393833203827,-0.3331077717589623,-0.2287337774099217,2.0182308106349396,2.91235066461494,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,9,3589.26875,39.376250000000006,48.66310171673907,33.330357142857146,353,372,4,13,2,0.0,3.1621621621621623,52,5.777777777777778,1,4,0,0.0357142857142857,112,9,49.0,0.0,5.0,0,2010,28,0.30318997482875376,0.9667672007974234,-0.6878985038820157,-0.5241721557038787,-0.6146636848578245,1.1604349961863072,-0.07494430620605264,5.246544386492591,5.885900885817478,4.861270020924302,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,155.35,14.122727272727271,3.433319358606451,13.454545454545457,1,372,3,18,12,0.0,0.0,11,11.0,1,0,0,0.0,11,1,66.0,0.0,5.0,1,2010,25,-0.403069808774994,-0.8174297726221265,1.2001459128953138,3.269304700894938,-0.5868276392874536,-0.3331077717589623,-0.10521864594029116,0.34818052324322424,4.36532544295047,0.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,10,1906.07,14.015220588235294,10.857272897270068,7.382352941176471,333,372,0,9,3,0.0220588235294117,2.437037037037037,91,9.1,1,19,0,0.1397058823529411,136,10,69.0,1.0,3.0,0,2010,20,-0.22608459828866734,-0.21093948825859102,-0.6791489098651876,-0.5234998534953468,-0.3295550968946316,2.7694741339791236,-0.14230294504703403,3.8846877792080865,5.160657984969231,5.588331185277032,-2.4492935982947064e-16,1.0,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,6,909.96,17.84235294117647,9.635242308989492,13.882352941176473,329,372,3,18,9,0.0,6.56,45,7.5,1,2,0,0.0392156862745098,51,6,78.0,3.0,4.0,0,2010,27,-0.32714130352693566,-0.48552830095051075,-0.7019282410501634,-0.5233617952715087,-0.500668450617258,0.08266097308957647,-0.18759882910005218,3.076432107929818,4.875153701748114,3.6023599347521347,-1.0,-1.8369701987210297e-16,0.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,2,490.86,32.724000000000004,49.9989646749953,20.666666666666668,291,372,1,9,9,0.0,20.785714285714285,15,7.5,1,0,0,0.0,15,2,49.0,3.0,2.0,0,2009,17,-0.38220110838499816,-0.2722145313706922,-0.7238826738265508,-0.5218615940926112,-0.633221048571405,-0.3331077717589623,-0.20313878661172446,1.943922111499783,5.103639787544498,0.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,11,1296.44,5.206586345381527,9.175426464201765,2.248995983935743,350,372,3,10,12,0.0080321285140562,1.342741935483871,211,5.410256410256411,1,0,0,0.0,249,39,21.0,2.0,4.0,0,2010,5,-0.18382967120045302,-0.6248223676949951,-0.6764388016124642,-0.524080553129023,0.534346418408041,-0.3331077717589623,-0.17359441433237147,4.093162045142474,4.691684217099539,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,11,1603.72,6.654439834024896,7.242096539612911,2.232365145228216,192,372,3,19,12,0.0829875518672199,0.7791666666666667,127,9.76923076923077,1,6,0,0.0248962655601659,241,13,47.0,2.0,3.0,1,2010,25,-0.3714316773500754,-0.46237958516766103,-0.6267359025906032,-0.5151788053668706,-0.11516131156727993,0.1320844772539439,-0.09543058741882654,2.2885197878985686,4.9026293069537905,3.711781171426531,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,7,1139.73,21.91788461538461,17.302986066282166,23.53846153846154,355,372,2,12,11,0.0,6.941176470588236,34,4.857142857142857,1,0,0,0.0,52,7,54.0,1.0,5.0,0,2010,29,-0.15342798748648123,-0.40640903843477416,-0.6990589032190971,-0.524232366385104,-0.7028111624973323,-0.3331077717589623,-0.18143313968305072,4.220138993760804,4.966099815900154,0.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,8,3589.26875,271.5111111111111,243.7303492407657,74.25925925925925,332,372,3,10,7,0.0,12.76923076923077,24,3.0,1,0,0,0.0,27,8,40.0,3.0,4.0,0,2010,17,-0.06841569160763991,1.2197615612020083,-0.6906101488205912,-0.5234962772461602,-0.8497236252298455,-0.3331077717589623,-0.06462596577271919,4.507907006570941,5.9909835286593776,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,0.0,-238.44000000000003,114.1990499084822,-48.8,1,372,4,9,12,0.0,0.0,5,5.0,1,5,0,1.0,5,1,49.0,2.0,3.0,1,2010,23,-0.4046303421929484,-1.3101820428438398,1.2001459128953138,3.269304700894938,-0.8651880949911626,-0.3331077717589623,-0.10521864594029116,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4,1194.75,36.20454545454545,76.07798154241596,7.363636363636363,368,372,4,9,12,0.0,11.4375,21,5.25,1,14,0,0.4242424242424242,33,4,62.0,1.0,2.0,0,2010,3,0.7145181021435123,0.20566160014912316,-0.7161513188850462,-0.5246078264867284,-0.7074505034257275,5.572449040031686,-0.18129879522511308,5.702740265077757,5.4804305683042545,6.230212979189022,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,89.14,12.734285714285717,3.9516868007761663,15.285714285714286,1,372,4,9,12,0.0,0.0,7,7.0,1,0,0,0.0,7,1,32.0,1.0,5.0,1,2010,5,-0.40373490641002946,-1.0274402509702412,1.2001459128953138,3.269304700894938,-0.7724012764232596,-0.3331077717589623,-0.10521864594029116,0.21428945583654474,3.8192496052757914,0.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,1,0.0,-2.55,0.0,-1.0,1,372,4,10,12,0.0,1.15,1,1.0,1,1,0,1.0,1,1,60.0,2.0,4.0,1,2010,30,-0.4046303421929484,-1.3101820428438398,1.2001459128953138,3.269304700894938,-1.0507617321269687,-0.3331077717589623,-0.10521864594029116,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,7,1685.5700000000002,20.308072289156627,13.48063312346066,16.397590361445783,326,372,2,9,6,0.0,3.951219512195122,61,8.714285714285714,1,5,0,0.0602409638554216,83,7,46.0,5.0,4.0,0,2010,30,-0.26733379710382055,0.026426331983346315,-0.6956806308491872,-0.5232872244073378,-0.3896556498306597,0.8499567256468511,-0.15073462912442215,3.6281423939113258,5.355152464238063,4.630256491274084,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,11,3589.26875,18.744825174825174,17.366313665260286,11.20979020979021,368,372,3,15,11,0.0734265734265734,1.2666666666666666,151,8.882352941176471,1,15,0,0.0524475524475524,286,17,49.0,2.0,5.0,0,2010,28,2.957516163660136,0.5872756601905462,-0.6794004130700805,-0.5246078264867284,0.07041232556852607,1.8602067825662576,-0.08154013898399931,6.80052322141514,5.704134843122696,5.243060231851977,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
