recency,frequency,monetarytotal,monetaryavg,monetarystd,avgquantitypertransaction,customertenuredays,firstpurchasedaysago,preferreddayofweek,preferredhour,preferredmonth,weekendpurchaseratio,avgdaysbetweenpurchases,uniqueproducts,avgproductspertransaction,uniquecountries,negativequantitycount,zeropricecount,returnratio,totaltransactions,uniqueinvoices,age,supportticketscount,satisfactionscore,churn,regyear,regday,monetaryperday,avgbasketvalue,purchaseintensity,tenureratio,productdiversityratio,returnimpact,customerscorenormalized,monetaryperday_log,avgbasketvalue_log,returnimpact_log,regmonth_sin,regmonth_cos,regweekday_sin,regweekday_cos,rfmsegment_dormants,rfmsegment_fidèles,rfmsegment_potentiels,agecategory_25-34,agecategory_35-44,agecategory_45-54,agecategory_55-64,agecategory_65+,agecategory_inconnu,spendingcategory_low,spendingcategory_medium,spendingcategory_vip,customertype_nouveau,customertype_occasionnel,customertype_perdu,customertype_régulier,favoriteseason_hiver,favoriteseason_printemps,favoriteseason_été,preferredtimeofday_matin,preferredtimeofday_midi,preferredtimeofday_soir,region_amérique du nord,region_amérique du sud,region_asie,region_autre,region_europe centrale,region_europe continentale,region_europe de l'est,region_europe du nord,region_europe du sud,region_moyen-orient,region_océanie,region_uk,loyaltylevel_jeune,loyaltylevel_nouveau,loyaltylevel_établi,churnriskcategory_faible,churnriskcategory_moyen,churnriskcategory_élevé,weekendpreference_semaine,basketsizecategory_moyen,basketsizecategory_petit,productdiversity_modéré,productdiversity_spécialisé,gender_m,gender_unknown,accountstatus_closed,accountstatus_pending,accountstatus_suspended,country_austria,country_bahrain,country_belgium,country_canada,country_channel islands,country_cyprus,country_czech republic,country_denmark,country_eire,country_european community,country_finland,country_france,country_germany,country_greece,country_iceland,country_israel,country_italy,country_lebanon,country_malta,country_netherlands,country_norway,country_poland,country_portugal,country_rsa,country_saudi arabia,country_singapore,country_spain,country_sweden,country_switzerland,country_usa,country_united arab emirates,country_unspecified,cluster,segment
4,11,2085.65,16.294140625,9.10439718347992,8.0625,356,361,1,11,3,0.109375,2.755905511811024,88,8.0,1,1,0,0.0078125,128,11,49.0,4.0,3.0,0,2010,13,1.1583088185890322,-0.2076085288561598,-0.6774591887533236,-0.5245764709451598,-0.4167184719129648,-0.1432618916114099,-0.1410408522092391,6.035792388957482,5.163666299703172,2.850367751938045,-1.0,-1.8369701987210294e-16,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
361,1,479.3500000000001,31.95666666666667,32.94393433583502,5.4,1,361,1,12,12,0.0,0.0,15,15.0,1,0,0,0.0,15,1,49.0,1.0,4.0,1,2009,31,-0.399668821480969,0.2102608327968317,1.2001459128953138,3.1571166635318653,-0.4012540021516476,-0.3331077717589623,-0.1052186459402911,0.8433635327966846,5.483447475664031,0.0,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
51,4,3545.69,21.231676646706585,21.116236420001915,14.089820359281438,309,360,1,12,12,0.0,1.855421686746988,143,35.75,2,0,0,0.0,167,4,73.0,2.0,5.0,0,2010,11,-0.1491437777298746,3.188425738301772,-0.7121544461789026,-0.5230128588716413,1.556547869631106,-0.3331077717589623,-0.0542874123536276,4.236803533239944,6.565459317345883,0.0,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
32,3,1266.97,18.91,8.544848173199469,11.611940298507465,328,360,0,15,11,0.0,4.954545454545454,53,17.666666666666668,1,0,0,0.0,67,3,42.0,2.0,2.0,0,2010,14,-0.2607759788968648,0.6991592632482238,-0.7194865074718149,-0.5236987529862811,0.1322702046137946,-0.3331077717589623,-0.171223494290465,3.673588904793794,5.761241306329156,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
8,6,1281.56,10.25248,9.451182436349502,4.176,352,360,6,11,12,0.256,2.8225806451612905,80,13.333333333333334,1,0,0,0.0,125,6,78.0,2.0,2.0,0,2010,9,0.1289097774318302,-0.1487647833370322,-0.7042232628495939,-0.5244596076475188,-0.0367343577777429,-0.3331077717589623,-0.1750671047416515,4.965606934348784,5.21537044572711,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
22,7,1244.59,16.163506493506492,5.98317966122612,11.883116883116884,338,360,3,14,11,0.0,4.407894736842105,68,9.714285714285714,1,0,0,0.0,77,7,49.0,1.0,2.0,0,2010,20,-0.2018764879448571,-0.3232580840487928,-0.6971486381286354,-0.5240288681478064,-0.3084671835837446,-0.3331077717589623,-0.1740540761268907,4.009378522932548,5.05352714498507,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
4,11,3589.26875,150.75034825870645,174.52173879313176,160.81592039800995,356,360,0,10,7,0.1194029850746268,1.74,111,6.166666666666667,1,3,0,0.0149253731343283,201,18,53.0,4.0,1.0,0,2011,7,2.285086862489519,0.5872756601905462,-0.6774591887533236,-0.5245764709451598,-0.2388770696578173,0.2910593551435362,-0.0764754052001689,6.577657929520502,5.704134843122696,3.999505819781176,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,clients à risque
67,7,3313.79,16.008647342995168,9.177355844542555,9.130434782608695,293,360,3,11,10,0.1256038647342995,1.4077669902912622,144,20.571428571428573,1,0,0,0.0,207,7,27.0,3.0,3.0,0,2010,20,-0.2220362517060032,1.3175578115784508,-0.6910256996033859,-0.5223665025129832,0.573007592811334,-0.3331077717589623,-0.0561539958930127,3.906652728918705,6.028817531564492,0.0,-1.0,-1.8369701987210294e-16,0.0,1.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
174,2,460.5899999999999,4.699897959183673,4.420997343954588,5.5,186,360,1,13,12,0.4387755102040816,1.9175257731958764,94,47.0,1,0,0,0.0,98,2,54.0,3.0,4.0,1,2010,23,-0.3947687485402046,-0.3362231622884534,-0.7164320744680484,-0.5152008472935014,1.8101651737167077,-0.3331077717589623,-0.1859881897547879,1.2897677274497663,5.040388252245603,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
107,5,1421.4299999999998,16.528255813953486,6.506099435391462,6.593023255813954,253,360,3,13,12,0.0,2.9647058823529413,71,14.2,1,2,0,0.0232558139534883,86,5,26.0,3.0,4.0,1,2010,10,-0.3553160993796161,0.192688592198001,-0.6990160540253124,-0.5203943522060539,0.0008222116425988,0.0520394225017218,-0.1417372904138454,2.650519168829027,5.471871434322185,3.5280212515486307,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
12,8,2786.05,58.04270833333333,43.79947584159229,17.833333333333332,348,360,1,9,11,0.0,7.361702127659575,29,3.625,1,1,0,0.0208333333333333,48,8,49.0,4.0,4.0,0,2010,4,0.398370871023488,0.6536021898224758,-0.692743865160901,-0.5243400655350321,-0.7981753926921216,0.3431579671522805,-0.1081587033504982,5.372085995417053,5.738380697180629,4.07826105209465,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
11,5,680.8299999999999,21.2759375,16.900521438677377,9.25,349,360,2,16,11,0.0,11.161290322580646,20,4.0,1,1,0,0.03125,32,5,52.0,0.0,5.0,0,2010,24,-0.1920475604791749,-0.5903439822601061,-0.7094761543594709,-0.5243702072248234,-0.7878657461845767,-0.0852181055525363,-0.2008758112615117,4.055878009063113,4.740327339679958,3.103507060013305,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
322,3,253.05,21.0875,27.77018614695198,31.25,37,360,4,11,1,0.0,3.363636363636364,9,3.0,1,1,0,0.0833333333333333,12,3,49.0,3.0,5.0,1,2010,15,-0.401694893683746,-0.9088593457739826,-0.5842072773313156,-0.4382683807641225,-0.8883847996331383,-0.0874136237982434,-0.0588515875791575,0.5785421392614061,4.162976257381623,3.0950118376458144,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
33,11,3589.26875,13.485858123569791,12.763656582858458,5.356979405034325,327,360,4,11,6,0.3020594965675057,0.7385321100917431,215,15.357142857142858,1,14,0,0.0320366132723112,437,14,49.0,2.0,5.0,0,2010,21,-0.0090836944455266,0.5872756601905462,-0.6721814851421407,-0.5236646343765992,0.5652753579306755,1.0066376859859931,-0.0620796202340767,4.668771342385101,5.704134843122696,4.753486865717979,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
26,10,3589.26875,7.234519056261344,7.319038815128902,7.756805807622505,334,360,0,15,11,0.3702359346642468,0.6,241,24.1,1,13,0,0.0235934664246823,551,10,65.0,4.0,3.0,0,2010,24,0.093465436451953,0.7597718150118543,-0.6793220529297501,-0.5238991870873385,0.9357197017585912,0.653552060422664,-0.065829115288066,4.897361175201714,5.790868501637229,4.450657844429121,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
5,5,1515.73,17.832117647058823,14.73972944234776,14.882352941176473,355,360,0,10,12,0.0,4.214285714285714,74,14.8,1,1,0,0.0117647058823529,85,5,49.0,1.0,2.0,0,2010,15,0.5419146094896092,0.2923914976414248,-0.7099425984403831,-0.5245475013215171,0.0472156209265503,-0.1253426525352799,-0.1655651625275498,5.535843655296346,5.535843655296346,2.935563797687169,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
25,4,847.6099999999999,14.613965517241375,6.928468335243677,6.603448275862069,335,360,1,16,12,0.0,5.859649122807017,56,14.0,1,3,0,0.0517241379310344,58,4,35.0,1.0,5.0,0,2010,9,-0.2824803703090296,-0.234773605733762,-0.7140887680484921,-0.5239318968191083,-0.0579427734504065,0.177701827209992,-0.1917260674840617,3.5145375137900903,5.1388643206576905,3.8031428932890825,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
4,11,3589.26875,22.07639344262295,21.2683889173829,24.61748633879781,355,360,2,13,8,0.0,1.912087912087912,113,8.071428571428571,1,1,0,0.0054644808743169,183,14,66.0,1.0,5.0,0,2010,30,2.285086862489519,0.5872756601905462,-0.677291512776525,-0.5245761499521001,-0.2234125998965002,-0.1045875668274472,-0.0760396824993245,6.577657929520502,5.704134843122696,3.025945737048297,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
9,11,3589.26875,15.788945147679325,9.953391304416948,12.962025316455696,351,360,2,10,9,0.1097046413502109,1.4576271186440677,134,7.444444444444445,1,13,0,0.0548523206751054,237,18,56.0,2.0,3.0,0,2010,12,0.9402282601482856,0.5872756601905462,-0.6766112818251947,-0.5244299768256027,-0.0610356674026699,1.9607722600219557,-0.0741630848917339,5.885900885817478,5.704134843122696,5.287659373705057,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
6,9,1784.12,14.388064516129033,13.763126457385424,13.07258064516129,354,360,6,10,4,0.4274193548387097,2.845528455284553,106,11.77777777777778,1,1,0,0.0080645161290322,124,9,49.0,3.0,2.0,0,2010,10,0.5503549195220864,-0.1783774978191045,-0.68803724566402,-0.524518368488727,-0.1136148645911483,-0.1654699174806386,-0.1535957649824555,5.544686252435929,5.189684837019791,2.7335921775072625,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
36,2,658.64,25.33230769230769,28.46339295413564,19.07692307692308,324,360,4,10,11,0.0,12.96,23,11.5,1,0,0,0.0,26,2,41.0,2.0,4.0,0,2010,15,-0.3379316949465819,0.0825713323683874,-0.7252300041896663,-0.5235610187835034,-0.3857895323903303,-0.3331077717589623,-0.1991380298326623,2.9339143724954173,5.396109312705911,0.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
11,3,617.93,17.16472222222222,14.998545355392896,9.13888888888889,349,360,2,10,12,0.0,9.942857142857145,28,9.333333333333334,1,1,0,0.0277777777777777,36,3,49.0,1.0,1.0,0,2010,30,-0.2116874955140534,-0.33018072215474,-0.7205464272131218,-0.5243702072248234,-0.4476474114355991,-0.1331185932706969,-0.2037185156323962,3.96070205231317,5.04653318509324,2.8994813736334337,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
89,4,1158.2,15.239473684210529,11.205523506406632,10.026315789473683,270,360,6,14,9,0.5526315789473685,3.5866666666666664,67,16.75,1,2,0,0.0263157894736842,76,4,49.0,1.0,5.0,0,2010,9,-0.356412063957874,0.1592886475218851,-0.7085570357646105,-0.5213412861298117,0.1461882273989802,0.0220077708337492,-0.1628369453868608,2.629648122169677,5.449492194345154,3.44931898488407,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
1,9,2085.08,38.61259259259259,35.492243276162235,19.51851851851852,358,360,0,10,3,0.1481481481481481,6.69811320754717,40,4.444444444444445,1,0,0,0.0,54,9,49.0,0.0,5.0,0,2010,4,3.501649696839598,0.0125445790987285,-0.688584483444851,-0.5246623352474473,-0.7260078671393081,-0.3331077717589623,-0.1417180837851042,6.950374058317322,5.344761924790637,0.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
192,4,517.53,8.484098360655738,7.946580475703409,3.9836065573770494,167,360,6,13,2,0.4754098360655737,2.7666666666666666,57,14.25,1,0,0,0.0,61,4,54.0,3.0,1.0,1,2010,30,-0.39458305379676,-0.6535638712111567,-0.6910256996033859,-0.5130348444886583,-0.0393854097368258,-0.3331077717589623,-0.1746302139262912,1.3033209815269369,4.649244486024558,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
2,8,2504.86,8.977992831541219,6.218191482199703,3.996415770609319,357,360,1,17,12,0.0,1.2697841726618706,178,22.25,1,2,0,0.007168458781362,279,8,29.0,5.0,5.0,0,2010,22,2.723845821334291,0.4554016950777865,-0.6938602666748516,-0.5246337673096972,0.7379619369320505,-0.1238994446321848,-0.1235140864586472,6.72857279015502,5.632350122116951,2.9421197477789542,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
264,11,3466.67,47.4886301369863,48.59975037987645,21.273972602739725,95,360,2,11,12,0.1643835616438356,1.3055555555555556,51,4.636363636363637,1,4,0,0.0547945205479452,73,11,66.0,1.0,5.0,1,2011,3,-0.3556144089627028,0.5224641459873016,-0.515169802709452,-0.4966437351336639,-0.7028111624973323,1.8800855454817855,0.3496827757732098,2.644881307634042,5.669498666021591,5.252035287378969,0.4999999999999999,0.8660254037844387,0.0,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
26,3,1548.07,16.125729166666666,7.930393996290696,9.135416666666666,333,360,0,10,8,0.3854166666666667,3.494736842105264,87,29.0,1,1,0,0.0104166666666666,96,3,72.0,3.0,5.0,0,2010,25,-0.1897990810769306,1.144967641617466,-0.719750958505075,-0.5238968171550419,0.9209581624409702,-0.1452240829457101,-0.1593569746305687,4.066218128712223,5.961050441698943,2.8405819623172457,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
2,5,1705.2599999999998,16.555922330097086,13.104300703779838,7.009708737864078,357,360,3,11,8,0.0,3.480392156862745,86,17.2,1,5,0,0.0485436893203883,103,5,30.0,2.0,1.0,0,2010,26,1.7251754204510557,0.492780592749506,-0.7100946053568815,-0.5246337673096972,0.2327892580623563,0.6313719509670696,-0.1578812244514697,6.344618298919738,5.653225751039049,4.428189680159439,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
156,2,121.0,17.285714285714285,4.802231624091925,9.714285714285714,203,360,2,12,12,0.0,33.833333333333336,7,3.5,1,0,0,0.0,7,2,40.0,0.0,3.0,1,2010,19,-0.4017426136509655,-1.0543166863506424,-0.7181587213035108,-0.5168915761015982,-0.8806525647524797,-0.3331077717589623,-0.21602091772084,0.5713753083423291,3.721669276936927,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,clients perdus
360,1,422.7,46.96666666666667,24.64254451147446,9.11111111111111,1,360,2,12,12,0.0,0.0,9,9.0,1,0,0,0.0,9,1,42.0,3.0,3.0,1,2010,12,-0.4002430587473473,0.0305735710777451,1.2001459128953138,3.146917751044313,-0.6796144578553566,-0.3331077717589623,-0.1052186459402911,0.775148335725938,5.35823585675928,0.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,clients réguliers
7,11,3589.26875,24.207918781725887,19.16507363841595,13.857868020304569,352,360,2,11,2,0.0,0.8676844783715013,242,11.0,1,12,0,0.0304568527918781,394,22,52.0,2.0,1.0,0,2010,25,1.2764429107335942,0.5872756601905462,-0.6767827848129239,-0.524488499750883,0.7740456997084573,0.9405733704481686,-0.0746525182235888,6.108488614265069,5.704134843122696,4.703365562780687,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,clients à risque
