CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,Churn,MonetaryTotal_log,RegYear,RegMonth,RegDay,RegWeekday
13769,2,16,2771.87,19.383706293706293,20.488986140559973,-6.25,157.92000000000002,1152,8.055944055944057,0,48,365,367,0,13,12,0.0,2.528169014084507,73,74,4.5625,1,8,0,8,0.0559440559440559,143,16,8.9375,25.0,4.0,4.0,Champions,25-34,VIP,Hyperactif,Hiver,Midi,UK,Ancien,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,7.927638163882155,2010,4,24,5
16904,4,16,3754.27,5.287704225352113,6.990997571820948,0.39,91.8,2034,2.8647887323943664,1,108,362,367,3,13,8,0.0,0.5021156558533145,387,387,24.1875,1,0,0,0,0.0,710,16,44.375,24.0,1.0,5.0,Champions,18-24,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,0,8.230915465741086,2010,10,16,5
16086,59,6,1119.31,27.98275,18.390927527466168,-2.08,99.6,510,12.75,0,32,307,367,1,13,5,0.0,7.82051282051282,24,24,4.0,1,1,0,1,0.025,40,6,6.666666666666667,20.0,1.0,1.0,Fidèles,18-24,High,Régulier,Printemps,Midi,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,7.021360711705327,2010,10,31,6
13786,367,1,230.4,32.91428571428572,23.42416334837657,11.4,81.6,136,19.428571428571427,8,32,0,367,1,13,12,0.0,0.0,7,7,7.0,1,0,0,0,0.0,7,1,7.0,34.0,1.0,4.0,Dormants,25-34,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Grand,Modéré,Unknown,Active,United Kingdom,1,5.444147814759576,2010,4,6,1
13880,21,13,3219.7700000000004,19.513757575757577,9.207107365423362,5.04,59.400000000000006,1842,11.163636363636364,1,48,345,367,1,14,9,0.0969696969696969,2.0853658536585367,125,126,9.615384615384617,1,0,0,0,0.0,165,13,12.692307692307692,50.0,2.0,1.0,Champions,45-54,VIP,Hyperactif,Automne,Après-midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,8.077375740386112,2010,4,12,0
13173,4,2,353.65000000000003,8.224418604651163,6.17069159600275,0.42,30.0,277,6.441860465116279,1,32,363,367,1,14,12,0.0,8.642857142857142,41,41,20.5,1,0,0,0,0.0,43,2,21.5,49.0,3.0,3.0,Fidèles,Inconnu,Medium,Occasionnel,Hiver,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,5.871131387648096,2010,10,24,6
15858,16,5,1438.85,7.53324607329843,10.26305591799886,0.1,102.0,1167,6.109947643979058,1,36,351,367,1,13,2,0.0,1.8368421052631576,145,146,29.0,1,0,0,0,0.0,191,5,38.2,29.0,2.0,3.0,Champions,25-34,High,Régulier,Hiver,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,7.272294220477655,2010,9,21,1
15180,367,1,87.5,14.583333333333334,2.807964862078347,10.2,18.6,36,6.0,3,12,0,367,1,14,12,0.0,0.0,6,6,6.0,1,0,0,0,0.0,6,1,6.0,49.0,4.0,1.0,Dormants,Inconnu,Low,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Pending,United Kingdom,1,4.483002552013883,2010,6,29,1
12347,2,7,4310.000000000001,23.68131868131869,23.289902310501173,5.04,249.6,2458,13.505494505494504,2,240,365,367,1,14,10,0.0,2.0,103,103,14.714285714285714,1,0,0,0,0.0,182,7,26.0,68.0,2.0,3.0,Champions,65+,VIP,Régulier,Automne,Après-midi,Europe du Nord,Ancien,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,Iceland,0,8.368925174747135,2010,11,14,6
14739,2,8,3899.1,63.91967213114754,42.06139488760104,-3.18,180.0,3817,62.57377049180328,0,432,364,367,2,14,12,0.1639344262295081,6.016666666666667,47,47,5.875,1,1,0,1,0.0163934426229508,61,8,7.625,39.0,1.0,1.0,Champions,35-44,VIP,Régulier,Hiver,Après-midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0,8.268757472814654,2010,12,11,5
16293,9,12,2236.74,18.6395,9.06013382671488,-8.5,50.400000000000006,978,8.15,0,25,358,367,4,10,5,0.0,2.974789915966386,102,103,8.5,1,2,0,2,0.0166666666666666,120,12,10.0,72.0,4.0,2.0,Champions,65+,VIP,Hyperactif,Printemps,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Suspended,United Kingdom,0,7.713221706966625,2010,2,6,5
17419,11,14,4200.97,20.19697115384616,11.361216890627468,-14.85,85.0,1872,9.0,0,24,355,367,1,12,11,0.0,1.6956521739130437,155,155,11.071428571428571,1,2,0,2,0.0096153846153846,208,14,14.857142857142858,39.0,1.0,5.0,Champions,35-44,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,8.343308741922058,2010,10,10,6
16775,10,11,1695.66,10.732025316455696,10.105454020849724,0.38,65.69999999999999,440,2.7848101265822787,1,24,357,367,1,15,7,0.0,2.242038216560509,84,85,7.636363636363637,1,0,0,0,0.0,158,11,14.363636363636363,63.0,2.0,2.0,Champions,55-64,High,Hyperactif,Été,Après-midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,0,7.4364168915956546,2010,1,9,5
16306,214,9,602.2700000000001,13.687954545454549,11.622987763738951,-19.8,53.1,471,10.704545454545457,0,48,153,367,4,10,2,0.0,3.5348837209302326,36,36,4.0,1,3,0,3,0.0681818181818181,44,9,4.888888888888889,47.0,5.0,3.0,Potentiels,45-54,High,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,1,6.402364857706086,2009,12,23,2
16950,57,3,1178.56,28.06095238095238,29.837142494575104,0.83,163.2,644,15.333333333333334,1,64,310,367,6,13,8,0.5714285714285714,7.536585365853658,39,39,13.0,1,0,0,0,0.0,42,3,14.0,55.0,0.0,3.0,Fidèles,55-64,High,Occasionnel,Été,Midi,UK,Établi,Moyen,Weekend,Grand,Explorateur,F,Active,United Kingdom,0,7.072896766566239,2010,11,11,3
17591,73,8,2215.0200000000004,13.26359281437126,15.367994092776415,-10.95,75.60000000000001,1008,6.035928143712575,0,36,293,367,1,15,12,0.0,1.7469879518072289,81,81,10.125,1,1,0,1,0.0059880239520958,167,8,20.875,49.0,2.0,1.0,Fidèles,Inconnu,VIP,Occasionnel,Hiver,Après-midi,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,7.703468073097206,2010,10,23,5
12839,3,16,5583.62,17.669683544303798,8.870133974463673,-4.5,70.80000000000001,3804,12.037974683544304,0,48,364,367,3,14,12,0.0,1.1396825396825396,96,99,6.0,1,2,0,2,0.0063291139240506,316,16,19.75,62.0,2.0,1.0,Champions,55-64,VIP,Hyperactif,Hiver,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,8.62777166979729,2010,11,13,5
13807,367,1,112.6,16.085714285714285,2.798468969173781,12.7,19.8,36,5.142857142857143,2,12,0,367,1,15,12,0.0,0.0,7,7,7.0,1,0,0,0,0.0,7,1,7.0,49.0,1.0,1.0,Dormants,Inconnu,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom,1,4.732683506287051,2010,11,26,4
16125,367,1,289.35,22.25769230769231,9.409344782224172,10.5,45.0,124,9.538461538461538,2,25,0,367,1,15,12,0.0,0.0,13,13,13.0,1,0,0,0,0.0,13,1,13.0,71.0,4.0,5.0,Dormants,65+,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,M,Active,United Kingdom,1,5.671087091818059,2010,10,30,5
15081,22,6,487.35,13.924285714285713,7.83605366079061,-9.95,35.400000000000006,188,5.371428571428571,0,12,345,367,2,13,5,0.2571428571428571,10.058823529411764,26,26,4.333333333333333,1,2,0,2,0.0571428571428571,35,6,5.833333333333333,25.0,7.0,4.0,Fidèles,25-34,Medium,Régulier,Printemps,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,6.191032361893486,2010,5,9,6
18102,1,62,256438.49,592.2366974595843,713.0352548381302,-3060.6,3828.0,64122,148.0877598152425,0,1008,366,367,0,11,10,0.0,0.8194444444444444,151,163,2.435483870967742,1,2,0,2,0.0046189376443418,433,62,6.983870967741935,44.0,5.0,2.0,Champions,35-44,VIP,Hyperactif,Automne,Matin,UK,Ancien,Faible,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,12.454648009329913,2010,1,9,5
16365,18,9,1540.42,30.2043137254902,66.00035337041467,0.85,393.7,504,9.882352941176473,1,100,349,367,1,17,7,0.0,6.9,45,46,5.0,1,0,0,0,0.0,51,9,5.666666666666667,44.0,2.0,3.0,Champions,35-44,High,Régulier,Été,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,7.340459348477051,2010,8,28,5
17870,2,13,1889.4,6.747857142857143,20.412822180438443,-4.95,326.4,1400,5.0,0,128,364,367,2,10,11,0.0,1.2939068100358424,214,214,16.46153846153846,1,1,0,1,0.0035714285714285,280,13,21.53846153846154,51.0,4.0,1.0,Champions,45-54,High,Hyperactif,Automne,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Pending,United Kingdom,0,7.544543725872698,2010,7,24,5
14821,367,1,48.8,24.4,1.1313708498984771,23.6,25.200000000000003,20,10.0,8,12,0,367,2,8,12,0.0,0.0,2,2,2.0,1,0,0,0,0.0,2,1,2.0,38.0,2.0,2.0,Dormants,35-44,Low,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Moyen,Spécialisé,Unknown,Active,United Kingdom,1,3.9080149840306073,2010,7,19,0
16863,29,4,481.35,17.191071428571426,12.89864085268525,-20.0,50.0,392,14.0,0,48,337,367,1,15,11,0.0,12.444444444444445,25,25,6.25,1,2,0,2,0.0714285714285714,28,4,7.0,47.0,2.0,4.0,Fidèles,45-54,Medium,Occasionnel,Automne,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,6.178669991616562,2010,1,14,3
13078,1,43,12432.28,32.71652631578947,39.89877566761957,-32.849999999999994,237.6,5557,14.623684210526315,0,300,365,367,2,14,3,0.0710526315789473,0.9182058047493404,96,97,2.232558139534884,1,22,0,22,0.0578947368421052,380,43,8.837209302325581,49.0,2.0,3.0,Champions,Inconnu,VIP,Hyperactif,Printemps,Après-midi,UK,Ancien,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,9.428132027410362,2010,10,15,4
13267,3,27,4404.4400000000005,19.66267857142857,12.88501945770236,-47.7,76.5,1939,8.65625,0,32,364,367,2,11,11,0.0625,1.5874439461883407,88,93,3.259259259259259,1,13,0,13,0.0580357142857142,224,27,8.296296296296296,45.0,1.0,3.0,Champions,45-54,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,8.390595419874579,2010,11,5,4
13050,9,28,5684.61,13.47063981042654,9.61133922158747,-19.9,79.6,3707,8.78436018957346,0,96,357,367,1,13,6,0.0450236966824644,0.8123515439429929,246,248,8.785714285714286,1,19,0,19,0.0450236966824644,422,28,15.071428571428571,49.0,2.0,1.0,Champions,Inconnu,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,8.645693700340463,2010,11,19,4
12709,3,26,9294.1,36.16381322957199,53.12922181985852,-59.9,350.4,3832,14.910505836575876,0,60,363,367,3,12,9,0.0739299610894941,1.375,103,103,3.9615384615384617,1,49,0,49,0.1906614785992217,257,26,9.884615384615383,49.0,5.0,3.0,Champions,Inconnu,VIP,Hyperactif,Automne,Midi,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,Germany,0,9.137242658569969,2010,12,26,6
15628,5,10,2865.64,18.25248407643312,8.465447468450263,-2.9,66.0,1882,11.987261146496817,0,48,362,367,2,12,10,0.0,2.2884615384615383,85,85,8.5,1,2,0,2,0.0127388535031847,157,10,15.7,22.0,0.0,1.0,Champions,18-24,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,7.9608958912046415,2010,10,23,5
12386,338,2,401.9,40.19,22.82106483054636,17.700000000000003,75.0,354,35.4,4,120,29,367,2,9,12,0.0,3.2222222222222223,10,10,5.0,1,0,0,0,0.0,10,2,5.0,77.0,0.0,4.0,Potentiels,65+,Medium,Perdu,Hiver,Matin,Océanie,Nouveau,Critique,Inconnu,Grand,Modéré,Unknown,Active,Australia,1,5.998688392197302,2010,9,16,3
14796,1,27,7839.51,6.72919313304721,9.096356708163556,-64.35,100.8,5942,5.100429184549356,0,48,365,367,0,10,12,0.0,0.3049828178694158,403,408,14.925925925925926,1,24,0,24,0.0206008583690987,1165,27,43.14814814814815,78.0,3.0,3.0,Champions,65+,VIP,Hyperactif,Hiver,Matin,UK,Ancien,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,8.967059162249136,2010,1,2,5
16779,2,28,10454.05,30.38968023255814,35.18442388549244,-78.0,234.0,5236,15.22093023255814,0,100,364,367,2,12,12,0.1744186046511628,1.0349854227405249,161,165,5.75,1,11,0,11,0.0319767441860465,344,28,12.285714285714286,65.0,2.0,2.0,Champions,65+,VIP,Hyperactif,Hiver,Midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0,9.254840394252064,2010,9,18,5
13599,1,33,5030.6,19.05530303030304,21.326376372590587,-21.0,165.0,3169,12.00378787878788,0,100,365,367,2,9,11,0.0,1.338403041825095,172,174,5.212121212121212,1,17,0,17,0.0643939393939393,264,33,8.0,36.0,2.0,4.0,Champions,35-44,VIP,Hyperactif,Automne,Matin,UK,Ancien,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,8.523493303964717,2010,8,3,1
13329,32,4,740.3999999999999,38.96842105263157,41.4183745138365,-35.400000000000006,131.39999999999998,427,22.473684210526315,0,72,335,367,1,10,11,0.0,18.55555555555556,16,16,4.0,1,2,0,2,0.1052631578947368,19,4,4.75,21.0,4.0,3.0,Fidèles,18-24,High,Occasionnel,Automne,Matin,UK,Établi,Moyen,Inconnu,Grand,Modéré,M,Active,United Kingdom,0,6.608540290716632,2010,3,4,3
18077,8,11,2633.01,11.599162995594714,10.32179881184733,0.83,85.92,1878,8.273127753303966,1,48,358,367,6,10,12,0.3832599118942731,1.5663716814159292,101,103,9.181818181818182,1,0,0,0,0.0,227,11,20.63636363636364,49.0,2.0,1.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,7.876262678803233,2010,12,1,2
14744,16,9,1088.53,38.87607142857143,49.24997720167065,-8.5,145.0,625,22.321428571428573,0,100,350,367,0,9,1,0.0,12.814814814814817,21,21,2.333333333333333,1,2,0,2,0.0714285714285714,28,9,3.111111111111111,49.0,1.0,4.0,Champions,Inconnu,High,Régulier,Hiver,Matin,UK,Établi,Faible,Inconnu,Grand,Explorateur,F,Active,United Kingdom,0,6.993501689572351,2010,10,26,1
17406,330,5,1928.72,16.626896551724137,47.29517676325427,-265.5,295.0,784,6.758620689655173,0,36,36,367,0,14,1,0.0,0.3043478260869565,99,99,19.8,1,3,0,3,0.0258620689655172,116,5,23.2,34.0,4.0,1.0,Fidèles,25-34,High,Perdu,Hiver,Après-midi,UK,Jeune,Critique,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,1,7.565130193653934,2009,10,12,0
15750,3,9,2451.23,8.309254237288133,6.451990210255963,-8.4,40.8,1779,6.030508474576271,0,48,364,367,2,12,9,0.0,1.227891156462585,214,215,23.77777777777778,1,2,0,2,0.0067796610169491,295,9,32.77777777777778,49.0,0.0,5.0,Champions,Inconnu,VIP,Régulier,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,7.804753093635858,2010,6,21,0
13983,30,13,2590.46,23.129107142857144,47.6782743043104,-3.75,290.0,1170,10.446428571428571,0,72,337,367,0,14,1,0.0535714285714285,2.972972972972973,91,92,7.0,1,5,0,5,0.0446428571428571,112,13,8.615384615384615,49.0,3.0,0.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Après-midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,7.8599767024344285,2010,11,25,3
13842,59,9,3385.6200000000003,16.435048543689323,6.55234709372576,4.35,50.85,1768,8.58252427184466,1,48,308,367,2,10,9,0.0,1.4780487804878049,155,155,17.22222222222222,1,0,0,0,0.0,206,9,22.88888888888889,47.0,1.0,1.0,Fidèles,45-54,VIP,Régulier,Automne,Matin,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,8.127587652841866,2010,2,13,5
12441,367,1,173.55,15.77727272727273,4.004083143265362,10.5,23.25,121,11.0,1,25,0,367,2,10,12,0.0,0.0,11,11,11.0,1,0,0,0,0.0,11,1,11.0,46.0,3.0,3.0,Dormants,45-54,Medium,Perdu,Hiver,Matin,Europe continentale,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Active,France,1,5.162211233551045,2010,5,10,0
13199,4,39,9803.96,81.69966666666666,72.28493846784211,-13.16,408.0,6172,51.43333333333333,0,384,363,367,3,14,10,0.0083333333333333,2.907563025210084,48,50,1.2307692307692308,1,1,0,1,0.0083333333333333,120,39,3.076923076923077,49.0,2.0,5.0,Champions,Inconnu,VIP,Hyperactif,Automne,Après-midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0,9.190643659070876,2010,5,12,2
14032,2,18,2929.84,19.27526315789473,17.789955792036338,-24.96,128.88,2008,13.210526315789474,0,72,364,367,1,11,12,0.0986842105263157,2.3509933774834435,53,56,2.9444444444444446,1,9,0,9,0.0592105263157894,152,18,8.444444444444445,49.0,2.0,4.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,7.9830443503433495,2010,9,20,0
17706,4,22,10097.37,25.56296202531646,23.165488960252706,-149.85000000000002,150.0,3833,9.70379746835443,0,36,362,367,3,12,6,0.0632911392405063,0.9035532994923858,270,273,12.272727272727272,1,13,0,13,0.0329113924050632,395,22,17.954545454545453,23.0,2.0,3.0,Champions,18-24,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Closed,United Kingdom,0,9.220129303666592,2010,12,10,4
16081,56,5,2806.9,12.36519823788546,11.01962807663006,0.39,81.6,1477,6.506607929515418,1,40,310,367,1,13,9,0.0,1.3628318584070795,175,176,35.0,1,0,0,0,0.0,227,5,45.4,52.0,2.0,4.0,Fidèles,45-54,VIP,Régulier,Automne,Midi,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,7.940192151975948,2010,12,16,3
16525,2,29,11895.57,59.47785,56.31438860270064,-155.51999999999998,330.0,6493,32.465,0,432,364,367,2,11,5,0.175,1.763819095477387,75,75,2.586206896551724,1,17,0,17,0.085,200,29,6.896551724137931,49.0,0.0,5.0,Champions,Inconnu,VIP,Hyperactif,Printemps,Matin,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Pending,United Kingdom,0,9.384005402257726,2010,7,10,5
14952,46,15,7912.790000000001,53.10597315436242,55.95675037074015,-59.8,350.4,3295,22.114093959731544,0,192,320,367,1,8,5,0.1073825503355704,2.1283783783783785,119,119,7.933333333333334,1,11,0,11,0.0738255033557047,149,15,9.933333333333334,58.0,2.0,3.0,Champions,55-64,VIP,Régulier,Printemps,Matin,UK,Établi,Moyen,Semaine,Grand,Explorateur,M,Pending,United Kingdom,0,8.976362086339323,2010,4,9,4
17975,15,14,4393.610000000001,14.793299663299663,23.312296196220228,-95.2,98.1,1552,5.225589225589226,0,48,351,367,1,12,7,0.0606060606060606,1.162162162162162,189,189,13.5,1,1,0,1,0.0033670033670033,297,14,21.214285714285715,49.0,2.0,1.0,Champions,Inconnu,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,8.388134068980534,2010,9,10,4
16122,73,4,684.42,18.011052631578945,19.140693143069694,3.3600000000000003,124.8,1128,29.68421052631579,4,192,293,367,4,10,8,0.0,7.864864864864865,26,25,6.5,1,0,0,0,0.0,38,4,9.5,41.0,2.0,3.0,Fidèles,35-44,High,Occasionnel,Été,Matin,UK,Établi,Élevé,Inconnu,Grand,Explorateur,F,Active,United Kingdom,0,6.530031789055632,2010,9,14,1
13126,5,10,2056.29,14.480915492957749,9.21060927786016,-23.4,47.7,2130,15.0,0,60,361,367,2,10,12,0.0,2.5460992907801416,124,124,12.4,1,2,0,2,0.0140845070422535,142,10,14.2,46.0,0.0,2.0,Champions,45-54,VIP,Hyperactif,Hiver,Matin,UK,Établi,Faible,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,7.629144861728567,2010,10,14,3
15973,236,3,99.77,16.628333333333334,128.51008994108855,-197.1,197.1,87,14.5,0,72,130,367,2,11,12,0.0,26.0,4,4,1.3333333333333333,1,2,0,2,0.3333333333333333,6,3,2.0,49.0,2.0,1.0,Dormants,Inconnu,Low,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Moyen,Spécialisé,F,Suspended,United Kingdom,1,4.612840692292311,2010,6,10,3
16558,1,24,8257.04,17.419915611814346,17.07248085457592,-19.75,252.0,5346,11.278481012658228,0,120,365,367,4,13,12,0.0632911392405063,0.7505285412262156,264,265,11.0,1,14,0,14,0.0295358649789029,474,24,19.75,63.0,3.0,2.0,Champions,55-64,VIP,Hyperactif,Hiver,Midi,UK,Ancien,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,9.018942550222146,2010,1,31,6
16713,19,21,6840.2300000000005,10.823148734177217,13.944514456002375,-17.0,105.6,4264,6.746835443037975,0,192,348,367,1,13,11,0.0,0.5356576862123613,339,346,16.142857142857142,1,8,0,8,0.0126582278481012,632,21,30.09523809523809,70.0,2.0,3.0,Champions,65+,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,8.830722819011502,2010,10,20,2
16893,367,1,145.93,3.242888888888889,2.5058165265331107,0.65,12.6,62,1.3777777777777778,1,6,0,367,2,12,12,0.0,0.0,44,44,44.0,1,0,0,0,0.0,45,1,45.0,48.0,1.0,3.0,Dormants,45-54,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,1,4.989956282887855,2010,9,26,6
15529,23,12,3967.78,5.886913946587537,6.402839936977736,-24.9,59.400000000000006,3489,5.176557863501484,0,60,343,367,1,11,9,0.0,0.5007429420505201,415,423,34.583333333333336,1,2,0,2,0.0029673590504451,674,12,56.16666666666666,52.0,0.0,4.0,Champions,45-54,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,8.28621402166755,2010,2,9,1
18043,25,3,559.51,4.624049586776859,3.9017576335356856,0.42,23.9,282,2.330578512396694,1,16,342,367,2,12,12,0.0,2.85,106,106,35.333333333333336,1,0,0,0,0.0,121,3,40.333333333333336,49.0,0.0,3.0,Fidèles,Inconnu,High,Occasionnel,Hiver,Midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,M,Active,United Kingdom,0,6.328847083566265,2010,11,29,0
16016,3,10,1483.31,6.258691983122363,5.931055546191734,-16.95,33.9,618,2.607594936708861,0,20,363,367,2,12,12,0.0,1.521186440677966,156,157,15.6,1,2,0,2,0.0084388185654008,237,10,23.7,49.0,1.0,1.0,Champions,Inconnu,High,Hyperactif,Hiver,Midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,F,Active,United Kingdom,0,7.302705296790535,2011,5,1,6
17722,96,6,2380.6400000000003,19.83866666666667,28.98851139960909,-30.0,306.0,1572,13.1,0,120,270,367,2,12,12,0.175,2.2521008403361344,112,112,18.666666666666668,1,5,0,5,0.0416666666666666,120,6,20.0,69.0,2.0,2.0,Fidèles,65+,VIP,Nouveau,Hiver,Midi,UK,Établi,Critique,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,1,7.7755446049921675,2010,10,11,0
17324,18,4,990.23,19.8046,31.03836159743393,0.95,139.2,844,16.88,1,96,348,367,4,11,11,0.0,7.081632653061225,43,43,10.75,1,0,0,0,0.0,50,4,12.5,80.0,1.0,5.0,Fidèles,65+,High,Occasionnel,Automne,Matin,UK,Établi,Faible,Inconnu,Grand,Explorateur,M,Active,United Kingdom,0,6.898946596200742,2010,12,14,1
17341,157,3,781.3599999999999,4.269726775956284,6.414963570999148,0.29,51.0,489,2.672131147540984,1,48,209,367,2,12,12,0.0,1.1483516483516485,147,147,49.0,1,0,0,0,0.0,183,3,61.0,78.0,0.0,2.0,Potentiels,65+,High,Nouveau,Hiver,Midi,UK,Établi,Critique,Inconnu,Petit,Explorateur,F,Active,United Kingdom,1,6.662314992669317,2010,1,10,6
14051,1,26,15477.34,71.98762790697674,60.37395536490016,-102.0,357.6,3741,17.4,0,72,365,367,1,10,12,0.1069767441860465,1.6542056074766356,52,54,2.0,1,5,0,5,0.0232558139534883,215,26,8.26923076923077,49.0,1.0,4.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Matin,UK,Ancien,Faible,Semaine,Grand,Explorateur,F,Active,United Kingdom,0,9.6471969062515,2010,1,22,4
15916,16,10,1491.2400000000002,9.32025,8.845800122731733,-12.75,44.75,752,4.7,0,36,350,367,2,13,11,0.0,2.1823899371069184,125,125,12.5,1,5,0,5,0.03125,160,10,16.0,49.0,3.0,5.0,Champions,45-54,High,Hyperactif,Automne,Midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,0,7.308033625736307,2010,8,31,1
16233,71,5,422.13,16.8852,27.398727330540986,-59.8,87.6,165,6.6,0,12,295,366,3,17,9,0.0,12.208333333333334,22,22,4.4,1,3,0,3,0.12,25,5,5.0,40.0,0.0,5.0,Fidèles,35-44,Medium,Occasionnel,Automne,Après-midi,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,6.047679460435717,2010,12,21,1
